program	x_size	y_size	size	time	mean	sd
biojsmsa	256	100	25600	2.13824304414	1.9885428506400005	0.2958754418451612
biojsmsa	256	100	25600	2.33286104714	1.9885428506400005	0.2958754418451612
biojsmsa	256	100	25600	1.77130849914	1.9885428506400005	0.2958754418451612
biojsmsa	256	100	25600	1.49867131514	1.9885428506400005	0.2958754418451612
biojsmsa	262144	100	26214400	27.335974324040002	27.019587053840002	0.8461553752143618
biojsmsa	262144	100	26214400	26.150191333040002	27.019587053840002	0.8461553752143618
biojsmsa	262144	100	26214400	27.31406063804	27.019587053840002	0.8461553752143618
biojsmsa	262144	100	26214400	27.32930764704	27.019587053840002	0.8461553752143618
biojsmsa	262144	100	26214400	26.739042657040002	27.019587053840002	0.8461553752143618
biojsmsa	262144	100	26214400	29.02312229904	27.019587053840002	0.8461553752143618
biojsmsa	262144	100	26214400	26.87118191004	27.019587053840002	0.8461553752143618
biojsmsa	262144	100	26214400	26.999297176040002	27.019587053840002	0.8461553752143618
biojsmsa	262144	100	26214400	26.192982113040003	27.019587053840002	0.8461553752143618
biojsmsa	262144	100	26214400	26.24071044104	27.019587053840002	0.8461553752143618
biojsmsa	32768	100	3276800	5.94842036812	4.99952181812	0.4073182473302335
biojsmsa	32768	100	3276800	4.65106813012	4.99952181812	0.4073182473302335
biojsmsa	32768	100	3276800	5.11018308312	4.99952181812	0.4073182473302335
biojsmsa	32768	100	3276800	5.05228017912	4.99952181812	0.4073182473302335
biojsmsa	32768	100	3276800	5.00410894212	4.99952181812	0.4073182473302335
biojsmsa	32768	100	3276800	4.72523735412	4.99952181812	0.4073182473302335
biojsmsa	32768	100	3276800	5.05333909612	4.99952181812	0.4073182473302335
biojsmsa	32768	100	3276800	4.96726885712	4.99952181812	0.4073182473302335
biojsmsa	32768	100	3276800	5.09103880312	4.99952181812	0.4073182473302335
biojsmsa	32768	100	3276800	4.39227336812	4.99952181812	0.4073182473302335
biojsmsa	4096	100	409600	2.08906347718	2.3211801134799996	0.21334599256725043
biojsmsa	4096	100	409600	2.44501137618	2.3211801134799996	0.21334599256725043
biojsmsa	4096	100	409600	2.36620746918	2.3211801134799996	0.21334599256725043
biojsmsa	4096	100	409600	2.16319057518	2.3211801134799996	0.21334599256725043
biojsmsa	4096	100	409600	2.4140784111799998	2.3211801134799996	0.21334599256725043
biojsmsa	4096	100	409600	2.2469887111799998	2.3211801134799996	0.21334599256725043
biojsmsa	4096	100	409600	2.36440576118	2.3211801134799996	0.21334599256725043
biojsmsa	4096	100	409600	2.7821284831799997	2.3211801134799996	0.21334599256725043
biojsmsa	4096	100	409600	2.02986345918	2.3211801134799996	0.21334599256725043
biojsmsa	4096	100	409600	2.3108634111799997	2.3211801134799996	0.21334599256725043
biojsmsa	512	100	51200	2.2169951663	2.1577555687	0.12720126726824268
biojsmsa	512	100	51200	2.3233440993	2.1577555687	0.12720126726824268
biojsmsa	512	100	51200	1.9712066003000002	2.1577555687	0.12720126726824268
biojsmsa	512	100	51200	2.2639532112999996	2.1577555687	0.12720126726824268
biojsmsa	512	100	51200	2.1500309082999998	2.1577555687	0.12720126726824268
biojsmsa	512	100	51200	1.9527329133	2.1577555687	0.12720126726824268
biojsmsa	512	100	51200	2.0811432843	2.1577555687	0.12720126726824268
biojsmsa	512	100	51200	2.2977558313	2.1577555687	0.12720126726824268
biojsmsa	512	100	51200	2.1829862902999997	2.1577555687	0.12720126726824268
biojsmsa	512	100	51200	2.1374073822999997	2.1577555687	0.12720126726824268
biojsmsa	524288	100	52428800	51.305794779900005	51.573354822199995	1.8399269909696743
biojsmsa	524288	100	52428800	52.5303372889	51.573354822199995	1.8399269909696743
biojsmsa	524288	100	52428800	54.7206263339	51.573354822199995	1.8399269909696743
biojsmsa	524288	100	52428800	53.2991785969	51.573354822199995	1.8399269909696743
biojsmsa	524288	100	52428800	52.203377850900004	51.573354822199995	1.8399269909696743
biojsmsa	524288	100	52428800	52.642535473900004	51.573354822199995	1.8399269909696743
biojsmsa	524288	100	52428800	50.229976407900004	51.573354822199995	1.8399269909696743
biojsmsa	524288	100	52428800	49.9947432159	51.573354822199995	1.8399269909696743
biojsmsa	524288	100	52428800	50.2230627659	51.573354822199995	1.8399269909696743
biojsmsa	524288	100	52428800	48.5839155079	51.573354822199995	1.8399269909696743
biojsmsa	65536	100	6553600	8.00825485366	8.18295912886	0.38408012899040744
biojsmsa	65536	100	6553600	8.45116866266	8.18295912886	0.38408012899040744
biojsmsa	65536	100	6553600	8.46470851866	8.18295912886	0.38408012899040744
biojsmsa	65536	100	6553600	8.78442934166	8.18295912886	0.38408012899040744
biojsmsa	65536	100	6553600	7.45397326066	8.18295912886	0.38408012899040744
biojsmsa	65536	100	6553600	8.13929902966	8.18295912886	0.38408012899040744
biojsmsa	65536	100	6553600	7.7858730106600005	8.18295912886	0.38408012899040744
biojsmsa	65536	100	6553600	8.01623111666	8.18295912886	0.38408012899040744
biojsmsa	65536	100	6553600	8.34633583766	8.18295912886	0.38408012899040744
biojsmsa	65536	100	6553600	8.37931765666	8.18295912886	0.38408012899040744
biojsmsa	8192	100	819200	2.92964336456	2.7726328512599996	0.12919761480896302
biojsmsa	8192	100	819200	2.8811888665599996	2.7726328512599996	0.12919761480896302
biojsmsa	8192	100	819200	2.91967767556	2.7726328512599996	0.12919761480896302
biojsmsa	8192	100	819200	2.56351998356	2.7726328512599996	0.12919761480896302
biojsmsa	8192	100	819200	2.61698257056	2.7726328512599996	0.12919761480896302
biojsmsa	8192	100	819200	2.6767736055599998	2.7726328512599996	0.12919761480896302
biojsmsa	8192	100	819200	2.8292097475599998	2.7726328512599996	0.12919761480896302
biojsmsa	8192	100	819200	2.85087257356	2.7726328512599996	0.12919761480896302
biojsmsa	8192	100	819200	2.76033571456	2.7726328512599996	0.12919761480896302
biojsmsa	8192	100	819200	2.6981244105599997	2.7726328512599996	0.12919761480896302
jalview	1024	100	102400	24.30425020022	25.546254026320007	1.7299624749806541
jalview	1024	100	102400	23.71674644422	25.546254026320007	1.7299624749806541
jalview	1024	100	102400	26.089286803220002	25.546254026320007	1.7299624749806541
jalview	1024	100	102400	26.019292047220002	25.546254026320007	1.7299624749806541
jalview	1024	100	102400	26.64264810122	25.546254026320007	1.7299624749806541
jalview	1024	100	102400	26.152224217220002	25.546254026320007	1.7299624749806541
jalview	1024	100	102400	23.50739861322	25.546254026320007	1.7299624749806541
jalview	1024	100	102400	24.52578619722	25.546254026320007	1.7299624749806541
jalview	1024	100	102400	29.366313929220002	25.546254026320007	1.7299624749806541
jalview	1024	100	102400	25.13859371022	25.546254026320007	1.7299624749806541
jalview	128	100	12800	16.89241647366	19.218080828359994	1.374832031121702
jalview	128	100	12800	18.17112670466	19.218080828359994	1.374832031121702
jalview	128	100	12800	20.327185686660002	19.218080828359994	1.374832031121702
jalview	128	100	12800	18.97791648666	19.218080828359994	1.374832031121702
jalview	128	100	12800	20.66459412466	19.218080828359994	1.374832031121702
jalview	128	100	12800	18.18449719766	19.218080828359994	1.374832031121702
jalview	128	100	12800	21.41482451166	19.218080828359994	1.374832031121702
jalview	128	100	12800	18.44463364866	19.218080828359994	1.374832031121702
jalview	128	100	12800	19.09820846466	19.218080828359994	1.374832031121702
jalview	128	100	12800	20.00540498466	19.218080828359994	1.374832031121702
jalview	131072	100	13107200	39.56494162872	37.63905660992	1.6320080183441898
jalview	131072	100	13107200	36.71968700872	37.63905660992	1.6320080183441898
jalview	131072	100	13107200	36.71138702172	37.63905660992	1.6320080183441898
jalview	131072	100	13107200	35.28922157872	37.63905660992	1.6320080183441898
jalview	131072	100	13107200	36.993373250720005	37.63905660992	1.6320080183441898
jalview	131072	100	13107200	36.69808479472	37.63905660992	1.6320080183441898
jalview	131072	100	13107200	39.81298773972	37.63905660992	1.6320080183441898
jalview	131072	100	13107200	36.47309268072	37.63905660992	1.6320080183441898
jalview	131072	100	13107200	38.173286125720004	37.63905660992	1.6320080183441898
jalview	131072	100	13107200	39.954504269720005	37.63905660992	1.6320080183441898
jalview	16384	100	1638400	23.009784468979998	21.497314886779996	0.5680392677584063
jalview	16384	100	1638400	21.45634265598	21.497314886779996	0.5680392677584063
jalview	16384	100	1638400	21.27426547798	21.497314886779996	0.5680392677584063
jalview	16384	100	1638400	21.46063904498	21.497314886779996	0.5680392677584063
jalview	16384	100	1638400	21.09584488198	21.497314886779996	0.5680392677584063
jalview	16384	100	1638400	21.23288380798	21.497314886779996	0.5680392677584063
jalview	16384	100	1638400	21.715384279979997	21.497314886779996	0.5680392677584063
jalview	16384	100	1638400	21.15676354498	21.497314886779996	0.5680392677584063
jalview	16384	100	1638400	21.48489125098	21.497314886779996	0.5680392677584063
jalview	16384	100	1638400	21.08634945398	21.497314886779996	0.5680392677584063
jalview	2048	100	204800	18.39547010458	18.56784523928	0.8139951097208021
jalview	2048	100	204800	19.52472699558	18.56784523928	0.8139951097208021
jalview	2048	100	204800	18.62358505358	18.56784523928	0.8139951097208021
jalview	2048	100	204800	19.07343613458	18.56784523928	0.8139951097208021
jalview	2048	100	204800	19.95426968958	18.56784523928	0.8139951097208021
jalview	2048	100	204800	17.33063794558	18.56784523928	0.8139951097208021
jalview	2048	100	204800	18.449333175579998	18.56784523928	0.8139951097208021
jalview	2048	100	204800	17.63962986858	18.56784523928	0.8139951097208021
jalview	2048	100	204800	17.93732885858	18.56784523928	0.8139951097208021
jalview	2048	100	204800	18.75003456658	18.56784523928	0.8139951097208021
jalview	256	100	25600	19.320345461320002	18.40936703842	0.9535171688440711
jalview	256	100	25600	16.32475808532	18.40936703842	0.9535171688440711
jalview	256	100	25600	18.44269555832	18.40936703842	0.9535171688440711
jalview	256	100	25600	17.940470914320002	18.40936703842	0.9535171688440711
jalview	256	100	25600	17.90016982732	18.40936703842	0.9535171688440711
jalview	256	100	25600	17.80987589432	18.40936703842	0.9535171688440711
jalview	256	100	25600	18.81717357232	18.40936703842	0.9535171688440711
jalview	256	100	25600	19.535489563320002	18.40936703842	0.9535171688440711
jalview	256	100	25600	18.874268531320002	18.40936703842	0.9535171688440711
jalview	256	100	25600	19.12842297632	18.40936703842	0.9535171688440711
jalview	262144	100	26214400	57.002071165960004	55.376696898960006	2.0758834817156644
jalview	262144	100	26214400	57.782629400960005	55.376696898960006	2.0758834817156644
jalview	262144	100	26214400	54.92224976496	55.376696898960006	2.0758834817156644
jalview	262144	100	26214400	52.81334754096	55.376696898960006	2.0758834817156644
jalview	262144	100	26214400	56.70204107696	55.376696898960006	2.0758834817156644
jalview	262144	100	26214400	53.17989213196	55.376696898960006	2.0758834817156644
jalview	262144	100	26214400	58.353161318960005	55.376696898960006	2.0758834817156644
jalview	262144	100	26214400	55.71669058796	55.376696898960006	2.0758834817156644
jalview	262144	100	26214400	54.65688160896	55.376696898960006	2.0758834817156644
jalview	262144	100	26214400	52.63800439196	55.376696898960006	2.0758834817156644
jalview	32768	100	3276800	26.22026405224	23.006738493340006	1.206629609190768
jalview	32768	100	3276800	23.07406131324	23.006738493340006	1.206629609190768
jalview	32768	100	3276800	22.218166538240002	23.006738493340006	1.206629609190768
jalview	32768	100	3276800	22.733740109240003	23.006738493340006	1.206629609190768
jalview	32768	100	3276800	22.10525216524	23.006738493340006	1.206629609190768
jalview	32768	100	3276800	22.352127816240003	23.006738493340006	1.206629609190768
jalview	32768	100	3276800	23.13854228324	23.006738493340006	1.206629609190768
jalview	32768	100	3276800	22.60032413024	23.006738493340006	1.206629609190768
jalview	32768	100	3276800	23.349440825240002	23.006738493340006	1.206629609190768
jalview	32768	100	3276800	22.27546570024	23.006738493340006	1.206629609190768
jalview	4096	100	409600	18.71026484686	19.00784318896	0.7126023791508318
jalview	4096	100	409600	18.10655930786	19.00784318896	0.7126023791508318
jalview	4096	100	409600	19.44767280086	19.00784318896	0.7126023791508318
jalview	4096	100	409600	19.02358325086	19.00784318896	0.7126023791508318
jalview	4096	100	409600	17.53470503486	19.00784318896	0.7126023791508318
jalview	4096	100	409600	19.523771390860002	19.00784318896	0.7126023791508318
jalview	4096	100	409600	19.53052526186	19.00784318896	0.7126023791508318
jalview	4096	100	409600	19.83590211586	19.00784318896	0.7126023791508318
jalview	4096	100	409600	19.280941543860003	19.00784318896	0.7126023791508318
jalview	4096	100	409600	19.084506335860002	19.00784318896	0.7126023791508318
jalview	512	100	51200	17.25683844982	18.46404553142	1.0265657458718362
jalview	512	100	51200	17.27979107782	18.46404553142	1.0265657458718362
jalview	512	100	51200	18.76208300682	18.46404553142	1.0265657458718362
jalview	512	100	51200	18.75022910382	18.46404553142	1.0265657458718362
jalview	512	100	51200	17.87740657482	18.46404553142	1.0265657458718362
jalview	512	100	51200	18.355597260819998	18.46404553142	1.0265657458718362
jalview	512	100	51200	20.85301346682	18.46404553142	1.0265657458718362
jalview	512	100	51200	18.45538462182	18.46404553142	1.0265657458718362
jalview	512	100	51200	18.96289518882	18.46404553142	1.0265657458718362
jalview	512	100	51200	18.08721656282	18.46404553142	1.0265657458718362
jalview	524288	100	52428800	30.822319510819998	86.80006085611998	19.93705095699903
jalview	524288	100	52428800	94.64545000781999	86.80006085611998	19.93705095699903
jalview	524288	100	52428800	87.47325316582	86.80006085611998	19.93705095699903
jalview	524288	100	52428800	89.20440197682	86.80006085611998	19.93705095699903
jalview	524288	100	52428800	94.16669084681999	86.80006085611998	19.93705095699903
jalview	524288	100	52428800	90.81007380582	86.80006085611998	19.93705095699903
jalview	524288	100	52428800	94.81947760781999	86.80006085611998	19.93705095699903
jalview	524288	100	52428800	94.88568610281999	86.80006085611998	19.93705095699903
jalview	524288	100	52428800	98.87592620682	86.80006085611998	19.93705095699903
jalview	524288	100	52428800	92.29732932982	86.80006085611998	19.93705095699903
jalview	65536	100	6553600	28.13211165998	27.951205435179997	0.7897359994240447
jalview	65536	100	6553600	27.89257651298	27.951205435179997	0.7897359994240447
jalview	65536	100	6553600	29.15572801498	27.951205435179997	0.7897359994240447
jalview	65536	100	6553600	26.93554638998	27.951205435179997	0.7897359994240447
jalview	65536	100	6553600	28.49672274098	27.951205435179997	0.7897359994240447
jalview	65536	100	6553600	26.62840019498	27.951205435179997	0.7897359994240447
jalview	65536	100	6553600	28.62682942598	27.951205435179997	0.7897359994240447
jalview	65536	100	6553600	28.50080748498	27.951205435179997	0.7897359994240447
jalview	65536	100	6553600	27.55568567298	27.951205435179997	0.7897359994240447
jalview	65536	100	6553600	27.58764625398	27.951205435179997	0.7897359994240447
jalview	8192	100	819200	19.216380572200002	20.3701720841	1.0072641235314634
jalview	8192	100	819200	20.2689078762	20.3701720841	1.0072641235314634
jalview	8192	100	819200	19.5779004532	20.3701720841	1.0072641235314634
jalview	8192	100	819200	21.716207113200003	20.3701720841	1.0072641235314634
jalview	8192	100	819200	19.829586436200003	20.3701720841	1.0072641235314634
jalview	8192	100	819200	22.4392252102	20.3701720841	1.0072641235314634
jalview	8192	100	819200	20.4020367912	20.3701720841	1.0072641235314634
jalview	8192	100	819200	19.578592618200002	20.3701720841	1.0072641235314634
jalview	8192	100	819200	20.6076730202	20.3701720841	1.0072641235314634
jalview	8192	100	819200	20.065210750200002	20.3701720841	1.0072641235314634
jbrowsemsa	1024	100	102400	3.0107661974399997	2.72451786834	0.22332681300652932
jbrowsemsa	1024	100	102400	2.3937246704399997	2.72451786834	0.22332681300652932
jbrowsemsa	1024	100	102400	2.8248367064399997	2.72451786834	0.22332681300652932
jbrowsemsa	1024	100	102400	2.65485819344	2.72451786834	0.22332681300652932
jbrowsemsa	1024	100	102400	2.92739819244	2.72451786834	0.22332681300652932
jbrowsemsa	1024	100	102400	2.80170394844	2.72451786834	0.22332681300652932
jbrowsemsa	1024	100	102400	2.8164075984399997	2.72451786834	0.22332681300652932
jbrowsemsa	1024	100	102400	2.4336296864399998	2.72451786834	0.22332681300652932
jbrowsemsa	1024	100	102400	2.46714034844	2.72451786834	0.22332681300652932
jbrowsemsa	1024	100	102400	2.91471314144	2.72451786834	0.22332681300652932
jbrowsemsa	1048576	100	104857600	21.07046106064	21.228492166439995	1.1715405642403782
jbrowsemsa	1048576	100	104857600	21.71611433064	21.228492166439995	1.1715405642403782
jbrowsemsa	1048576	100	104857600	20.558432703639998	21.228492166439995	1.1715405642403782
jbrowsemsa	1048576	100	104857600	19.171191653639998	21.228492166439995	1.1715405642403782
jbrowsemsa	1048576	100	104857600	22.24979926464	21.228492166439995	1.1715405642403782
jbrowsemsa	1048576	100	104857600	21.86959615264	21.228492166439995	1.1715405642403782
jbrowsemsa	1048576	100	104857600	21.13832504864	21.228492166439995	1.1715405642403782
jbrowsemsa	1048576	100	104857600	19.837150558639998	21.228492166439995	1.1715405642403782
jbrowsemsa	1048576	100	104857600	23.218134443639997	21.228492166439995	1.1715405642403782
jbrowsemsa	1048576	100	104857600	21.455716447639997	21.228492166439995	1.1715405642403782
jbrowsemsa	128	100	12800	2.08056224384	2.1842373303400002	0.44078525833212184
jbrowsemsa	128	100	12800	2.28365045084	2.1842373303400002	0.44078525833212184
jbrowsemsa	128	100	12800	1.47158598084	2.1842373303400002	0.44078525833212184
jbrowsemsa	128	100	12800	1.83180832384	2.1842373303400002	0.44078525833212184
jbrowsemsa	128	100	12800	2.36017385084	2.1842373303400002	0.44078525833212184
jbrowsemsa	128	100	12800	2.80718181884	2.1842373303400002	0.44078525833212184
jbrowsemsa	128	100	12800	2.45018490984	2.1842373303400002	0.44078525833212184
jbrowsemsa	128	100	12800	2.29390650584	2.1842373303400002	0.44078525833212184
jbrowsemsa	128	100	12800	1.5891573598400002	2.1842373303400002	0.44078525833212184
jbrowsemsa	128	100	12800	2.6741618588400002	2.1842373303400002	0.44078525833212184
jbrowsemsa	131072	100	13107200	5.28355602402	5.63318091392	0.22273346955083456
jbrowsemsa	131072	100	13107200	5.80756025502	5.63318091392	0.22273346955083456
jbrowsemsa	131072	100	13107200	5.35707419302	5.63318091392	0.22273346955083456
jbrowsemsa	131072	100	13107200	5.88997005502	5.63318091392	0.22273346955083456
jbrowsemsa	131072	100	13107200	5.4449223700200005	5.63318091392	0.22273346955083456
jbrowsemsa	131072	100	13107200	5.86345647002	5.63318091392	0.22273346955083456
jbrowsemsa	131072	100	13107200	5.60294421502	5.63318091392	0.22273346955083456
jbrowsemsa	131072	100	13107200	5.87599771402	5.63318091392	0.22273346955083456
jbrowsemsa	131072	100	13107200	5.57554077502	5.63318091392	0.22273346955083456
jbrowsemsa	131072	100	13107200	5.63078706802	5.63318091392	0.22273346955083456
jbrowsemsa	16384	100	1638400	2.52380263138	3.17637351838	0.31565004653639694
jbrowsemsa	16384	100	1638400	3.37222295638	3.17637351838	0.31565004653639694
jbrowsemsa	16384	100	1638400	3.70569969238	3.17637351838	0.31565004653639694
jbrowsemsa	16384	100	1638400	3.29417447338	3.17637351838	0.31565004653639694
jbrowsemsa	16384	100	1638400	3.08173266838	3.17637351838	0.31565004653639694
jbrowsemsa	16384	100	1638400	2.9939346663800004	3.17637351838	0.31565004653639694
jbrowsemsa	16384	100	1638400	2.9399398003800004	3.17637351838	0.31565004653639694
jbrowsemsa	16384	100	1638400	3.23758685138	3.17637351838	0.31565004653639694
jbrowsemsa	16384	100	1638400	3.34095402338	3.17637351838	0.31565004653639694
jbrowsemsa	16384	100	1638400	3.27368742038	3.17637351838	0.31565004653639694
jbrowsemsa	2048	100	204800	2.2432071219000003	2.8135480046000003	0.3608703373214874
jbrowsemsa	2048	100	204800	2.2393172079	2.8135480046000003	0.3608703373214874
jbrowsemsa	2048	100	204800	2.5716622199000003	2.8135480046000003	0.3608703373214874
jbrowsemsa	2048	100	204800	2.7590352119	2.8135480046000003	0.3608703373214874
jbrowsemsa	2048	100	204800	3.1855806869000003	2.8135480046000003	0.3608703373214874
jbrowsemsa	2048	100	204800	2.9930477549	2.8135480046000003	0.3608703373214874
jbrowsemsa	2048	100	204800	3.0268590099	2.8135480046000003	0.3608703373214874
jbrowsemsa	2048	100	204800	3.0266049849	2.8135480046000003	0.3608703373214874
jbrowsemsa	2048	100	204800	2.8367606749000003	2.8135480046000003	0.3608703373214874
jbrowsemsa	2048	100	204800	3.2534051729	2.8135480046000003	0.3608703373214874
jbrowsemsa	256	100	25600	2.5978207952	2.5264925547	0.39108676117095603
jbrowsemsa	256	100	25600	1.9591468072	2.5264925547	0.39108676117095603
jbrowsemsa	256	100	25600	2.4207333452	2.5264925547	0.39108676117095603
jbrowsemsa	256	100	25600	1.8031334062	2.5264925547	0.39108676117095603
jbrowsemsa	256	100	25600	2.6602062782	2.5264925547	0.39108676117095603
jbrowsemsa	256	100	25600	2.7395064682	2.5264925547	0.39108676117095603
jbrowsemsa	256	100	25600	3.1262555182	2.5264925547	0.39108676117095603
jbrowsemsa	256	100	25600	2.7966019452	2.5264925547	0.39108676117095603
jbrowsemsa	256	100	25600	2.6623641352	2.5264925547	0.39108676117095603
jbrowsemsa	256	100	25600	2.4991568481999997	2.5264925547	0.39108676117095603
jbrowsemsa	262144	100	26214400	7.676937829180001	7.603694391680001	0.5469448384159977
jbrowsemsa	262144	100	26214400	7.165707551180001	7.603694391680001	0.5469448384159977
jbrowsemsa	262144	100	26214400	6.81806278518	7.603694391680001	0.5469448384159977
jbrowsemsa	262144	100	26214400	7.538019789180001	7.603694391680001	0.5469448384159977
jbrowsemsa	262144	100	26214400	8.32617877018	7.603694391680001	0.5469448384159977
jbrowsemsa	262144	100	26214400	7.55683298118	7.603694391680001	0.5469448384159977
jbrowsemsa	262144	100	26214400	8.65606948618	7.603694391680001	0.5469448384159977
jbrowsemsa	262144	100	26214400	7.735040894180001	7.603694391680001	0.5469448384159977
jbrowsemsa	262144	100	26214400	7.18778253218	7.603694391680001	0.5469448384159977
jbrowsemsa	262144	100	26214400	7.37631129818	7.603694391680001	0.5469448384159977
jbrowsemsa	32768	100	3276800	3.59301586964	3.30764238124	0.2609191945864102
jbrowsemsa	32768	100	3276800	2.6984665186399996	3.30764238124	0.2609191945864102
jbrowsemsa	32768	100	3276800	3.1485103576399998	3.30764238124	0.2609191945864102
jbrowsemsa	32768	100	3276800	3.48082577964	3.30764238124	0.2609191945864102
jbrowsemsa	32768	100	3276800	3.30194809664	3.30764238124	0.2609191945864102
jbrowsemsa	32768	100	3276800	3.60600609364	3.30764238124	0.2609191945864102
jbrowsemsa	32768	100	3276800	3.3200663756399997	3.30764238124	0.2609191945864102
jbrowsemsa	32768	100	3276800	3.26070643364	3.30764238124	0.2609191945864102
jbrowsemsa	32768	100	3276800	3.25559612664	3.30764238124	0.2609191945864102
jbrowsemsa	32768	100	3276800	3.41128216064	3.30764238124	0.2609191945864102
jbrowsemsa	4096	100	409600	2.49279164828	2.4921668099799996	0.1823343543217534
jbrowsemsa	4096	100	409600	2.35748217228	2.4921668099799996	0.1823343543217534
jbrowsemsa	4096	100	409600	2.10677905928	2.4921668099799996	0.1823343543217534
jbrowsemsa	4096	100	409600	2.63127757728	2.4921668099799996	0.1823343543217534
jbrowsemsa	4096	100	409600	2.43335716828	2.4921668099799996	0.1823343543217534
jbrowsemsa	4096	100	409600	2.7084474642800003	2.4921668099799996	0.1823343543217534
jbrowsemsa	4096	100	409600	2.65686873028	2.4921668099799996	0.1823343543217534
jbrowsemsa	4096	100	409600	2.4783250682799998	2.4921668099799996	0.1823343543217534
jbrowsemsa	4096	100	409600	2.65671895528	2.4921668099799996	0.1823343543217534
